Timestamp,voltage_1,voltage_2,voltage_3
42669.6907978183,0.035902,-0.000334,0.248191
42669.6907978299,0.03809,-2.2e-05,0.253816
42669.6907978415,0.040903,-2.2e-05,0.252879
42669.690797853,0.045278,-0.000334,0.251629
42669.6907978646,0.047466,-2.2e-05,0.251941
42669.6907978762,0.049341,-0.000334,0.251316
42669.6907978877,0.050591,-2.2e-05,0.250379
42669.6907978993,0.052154,-0.000334,0.250379
42669.6907979109,0.051529,-2.2e-05,0.251629
42669.6907979225,0.049966,-0.000646,0.249754
42669.690797934,0.046528,-0.000334,0.251316
42669.6907979456,0.045278,-2.2e-05,0.249441
42669.6907979572,0.042778,-0.000646,0.251316
42669.6907979688,0.038402,-2.2e-05,0.251629
42669.6907979803,0.035902,-2.2e-05,0.251316
42669.6907979919,0.034027,-2.2e-05,0.250066
42669.6907980035,0.032777,0.000291,0.251629
42669.6907980151,0.031527,-0.000334,0.251941
42669.6907980266,0.031527,0.000291,0.252566
42669.6907980382,0.033402,-0.000646,0.253191
42669.6907980498,0.036215,-0.000334,0.252566
42669.6907980614,0.037465,-2.2e-05,0.254753
42669.6907980729,0.040278,-0.000334,0.252879
42669.6907980845,0.044653,-0.000334,0.251629
42669.6907980961,0.047153,-2.2e-05,0.249754
42669.6907981077,0.049029,-2.2e-05,0.249129
42669.6907981192,0.049966,-0.000958,0.252566
42669.6907981308,0.051216,-0.000646,0.250379
42669.6907981424,0.050904,-2.2e-05,0.251316
42669.6907981539,0.049654,-0.000334,0.251316
42669.6907981655,0.046841,0.000603,0.251629
42669.6907981771,0.044653,-0.000334,0.252879
42669.6907981887,0.041528,-0.000646,0.253816
42669.6907982002,0.03809,0.000291,0.250691
42669.6907982118,0.034965,-0.000646,0.251316
42669.6907982234,0.033402,-0.000334,0.251629
42669.690798235,0.032152,-0.000334,0.251941
42669.6907982465,0.031214,-2.2e-05,0.250379
42669.6907982581,0.031527,-0.000646,0.249754
42669.6907982697,0.032777,-2.2e-05,0.253816
42669.6907982813,0.03559,-2.2e-05,0.253816
42669.6907982928,0.037465,-0.000334,0.253503
42669.6907983044,0.04059,-0.000334,0.252879
42669.690798316,0.044653,-0.000646,0.250379
42669.6907983276,0.046528,-2.2e-05,0.250066
42669.6907983391,0.048716,-0.000334,0.249754
42669.6907983507,0.049654,-2.2e-05,0.254753
42669.6907983623,0.050591,-0.000646,0.252879
42669.6907983739,0.050591,-2.2e-05,0.251004
42669.6907983854,0.049341,0.000603,0.252566
42669.690798397,0.046216,0.000291,0.253191
42669.6907984086,0.044028,-0.000646,0.252566
42669.6907984202,0.041215,-0.000958,0.253503
42669.6907984317,0.037152,-2.2e-05,0.251629
42669.6907984433,0.035277,-0.000334,0.251004
42669.6907984549,0.033089,-2.2e-05,0.251004
42669.6907984665,0.032152,-0.000334,0.251316
42669.690798478,0.030589,-0.000334,0.251941
42669.6907984896,0.031214,-0.000646,0.251316
42669.6907985012,0.032464,-0.000646,0.255066
42669.6907985127,0.034965,-0.000646,0.254441
42669.6907985243,0.03684,-0.000334,0.253191
42669.6907985359,0.039653,0.000291,0.252566
42669.6907985475,0.044028,-2.2e-05,0.251316
42669.690798559,0.046528,-2.2e-05,0.251941
42669.6907985706,0.047778,-0.000334,0.252879
42669.6907985822,0.049029,-0.000334,0.255066
42669.6907985938,0.050591,-0.001271,0.255066
42669.6907986053,0.050904,-2.2e-05,0.251629
42669.6907986169,0.048716,-0.000646,0.254753
42669.6907986285,0.045903,-0.001271,0.257253
42669.6907986401,0.044028,-0.000646,0.255066
42669.6907986516,0.041215,-2.2e-05,0.254753
42669.6907986632,0.03684,-0.000646,0.251316
42669.6907986748,0.034965,-0.000334,0.252879
42669.6907986864,0.033089,-0.000334,0.251316
42669.6907986979,0.031527,-0.000334,0.253503
42669.6907987095,0.029651,-0.000334,0.252879
42669.6907987211,0.030589,-0.000334,0.249754
42669.6907987327,0.032464,0.001227,0.248816
42669.6907987442,0.034652,-0.000334,0.254753
42669.6907987558,0.035902,-0.000646,0.253816
42669.6907987674,0.039027,-0.000646,0.252566
42669.6907987789,0.042778,-0.000334,0.251629
42669.6907987905,0.045591,-2.2e-05,0.251316
42669.6907988021,0.047778,-0.000334,0.249129
42669.6907988137,0.048716,-0.000334,0.256316
42669.6907988252,0.050279,-0.000334,0.256003
42669.6907988368,0.049654,0.000603,0.251004
42669.6907988484,0.048404,-0.000646,0.258816
42669.69079886,0.045903,-2.2e-05,0.257878
42669.6907988715,0.04309,-0.001271,0.254753
42669.6907988831,0.04059,-0.000334,0.254753
42669.6907988947,0.036527,-2.2e-05,0.250066
42669.6907989063,0.034652,-2.2e-05,0.253816
42669.6907989178,0.031527,-0.000958,0.252254
42669.6907989294,0.030902,0.000291,0.251004
42669.690798941,0.029339,-2.2e-05,0.252566
42669.6907989526,0.029651,-0.000646,0.253191
42669.6907989641,0.031214,-2.2e-05,0.253191
42669.6907997317,0.044653,-0.000334,0.252254
42669.6907997433,0.046216,-2.2e-05,0.251629
42669.6907997549,0.048091,-0.000334,0.251629
42669.6907997664,0.048091,0.000291,0.250379
42669.690799778,0.047778,-0.000646,0.251004
42669.6907997896,0.044966,-0.000334,0.250379
42669.6907998012,0.042778,-2.2e-05,0.251316
42669.6907998127,0.04059,-0.000334,0.251316
42669.6907998243,0.037777,0.000291,0.250691
42669.6907998359,0.033714,-2.2e-05,0.251629
42669.6907998474,0.031839,-2.2e-05,0.250691
42669.690799859,0.029651,-2.2e-05,0.250691
42669.6907998706,0.028714,-0.000334,0.251316
42669.6907998822,0.027464,-0.000334,0.251316
42669.6907998937,0.028401,-0.000334,0.251004
42669.6907999053,0.030589,-0.000334,0.252566
42669.6907999169,0.032777,-2.2e-05,0.251316
42669.6907999285,0.035277,-0.000334,0.253816
42669.69079994,0.03809,-0.000334,0.255066
42669.6907999516,0.042153,-0.000334,0.253816
42669.6907999632,0.044341,-0.000334,0.252879
42669.6907999748,0.045903,-0.000334,0.251629
42669.6907999863,0.047153,-0.000334,0.251316
42669.6907999979,0.047466,0.000291,0.251629
42669.6908000095,0.047153,-0.000334,0.251004
42669.6908000211,0.044966,-2.2e-05,0.251316
42669.6908000326,0.042778,-0.000334,0.250066
42669.6908000442,0.040278,-2.2e-05,0.251004
42669.6908000558,0.037152,-2.2e-05,0.251941
42669.6908000674,0.032777,-0.000334,0.251316
42669.6908000789,0.030589,-2.2e-05,0.251316
42669.6908000905,0.029026,-0.000334,0.251629
42669.6908001021,0.027776,0.000291,0.251941
42669.6908001136,0.027151,-0.000334,0.252254
42669.6908001252,0.027776,-0.000646,0.252254
42669.6908001368,0.029964,-0.000646,0.250379
42669.6908001484,0.032464,-2.2e-05,0.251316
42669.69080016,0.034965,-0.000334,0.251629
42669.6908001715,0.037777,-0.000334,0.254441
42669.6908001831,0.041528,0.000291,0.253816
42669.6908001947,0.044028,-0.000334,0.252879
42669.6908002062,0.045278,-2.2e-05,0.251316
42669.6908002178,0.046841,-0.000334,0.251941
42669.6908002294,0.047153,-0.000334,0.251316
42669.690800241,0.047153,-0.000334,0.249754
42669.6908002525,0.044966,-0.000958,0.249754
42669.6908002641,0.042153,-2.2e-05,0.250066
42669.6908002757,0.039965,-0.000334,0.250379
42669.6908002873,0.03684,-0.000646,0.250379
42669.6908002988,0.032152,-0.000334,0.251316
42669.6908003104,0.030589,-2.2e-05,0.251316
42669.690800322,0.028401,-0.000334,0.252254
42669.6908003336,0.027151,-2.2e-05,0.251629
42669.6908003451,0.026839,-2.2e-05,0.251629
42669.6908003567,0.027464,-2.2e-05,0.251629
42669.6908003683,0.029651,-0.000646,0.251941
42669.6908003799,0.031839,-0.000334,0.252254
42669.6908003914,0.034027,-0.000646,0.256628
42669.690800403,0.037152,-0.000334,0.255066
42669.6908004146,0.041215,-0.000334,0.254128
42669.6908004261,0.043403,0.000291,0.252566
42669.6908004377,0.044653,-0.000334,0.251004
42669.6908004493,0.046528,-0.000334,0.251004
42669.6908004609,0.047466,-0.000334,0.251004
42669.6908004724,0.046841,-2.2e-05,0.250379
42669.690800484,0.043716,-0.000646,0.250691
42669.6908004956,0.04184,-0.000334,0.251004
42669.6908005072,0.039027,-2.2e-05,0.251629
42669.6908005187,0.036527,-0.000334,0.251629
42669.6908005303,0.032464,-0.000334,0.251941
42669.6908005419,0.029651,-0.000334,0.252254
42669.6908005535,0.027776,-0.000334,0.251941
42669.690800565,0.026526,-0.000646,0.251316
42669.6908005766,0.026214,-0.000334,0.251941
42669.6908005882,0.026839,-0.000334,0.250379
42669.6908005998,0.029026,-2.2e-05,0.251941
42669.6908006113,0.031527,-0.000646,0.256316
42669.6908006229,0.033402,-0.000334,0.257253
42669.6908006345,0.036527,-0.000334,0.254753
42669.6908006461,0.04059,-2.2e-05,0.253503
42669.6908006576,0.04309,-0.000334,0.252254
42669.6908006692,0.044966,-0.000334,0.251004
42669.6908006808,0.045903,-2.2e-05,0.251004
42669.6908006924,0.046216,-0.000334,0.251004
42669.6908007039,0.045591,-0.000646,0.250691
42669.6908007155,0.043403,-2.2e-05,0.250691
42669.6908007271,0.041215,-0.000334,0.251941
42669.6908007387,0.038715,-0.000334,0.251941
42669.6908007502,0.03559,0.000291,0.251941
42669.6908007618,0.031527,-0.000646,0.251629
42669.6908007734,0.029651,-0.000334,0.251941
42669.6908007849,0.027776,-0.000646,0.251629
42669.6908007965,0.025901,-0.000334,0.251941
42669.6908008081,0.025901,-2.2e-05,0.252254
42669.6908008197,0.026214,-2.2e-05,0.251004
42669.6908008312,0.028714,-0.000334,0.251941
42669.6908008428,0.030589,-0.000334,0.256003
42669.6908008544,0.032777,-0.000334,0.253816
42669.690800866,0.036215,-2.2e-05,0.253503
42669.6908008775,0.039965,-0.000646,0.253191
42669.6908021003,0.041528,-0.000334,0.253503
42669.6908021118,0.03934,-2.2e-05,0.253191
42669.6908021234,0.037465,-0.000646,0.252254
42669.690802135,0.034027,0.000291,0.251316
42669.6908021466,0.030589,-0.000334,0.250379
42669.6908021581,0.027776,-0.000646,0.251629
42669.6908021697,0.025588,-0.000334,0.251004
42669.6908021813,0.024338,-0.000334,0.251004
42669.6908021929,0.022151,-0.000334,0.251629
42669.6908022044,0.023088,-2.2e-05,0.251629
42669.690802216,0.024963,-0.000334,0.253503
42669.6908022276,0.027151,-0.000646,0.254128
42669.6908022392,0.029339,-2.2e-05,0.254128
42669.6908022507,0.032152,-2.2e-05,0.254441
42669.6908022623,0.036215,-0.000334,0.253191
42669.6908022739,0.038402,-0.000334,0.250691
42669.6908022854,0.040903,-0.000334,0.249441
42669.690802297,0.041528,-0.000334,0.251004
42669.6908023086,0.04309,-2.2e-05,0.250691
42669.6908023202,0.042465,-0.000334,0.250066
42669.6908023317,0.041215,-2.2e-05,0.252254
42669.6908023433,0.038715,-0.000958,0.253191
42669.6908023549,0.03684,-0.000334,0.251629
42669.6908023665,0.034339,-2.2e-05,0.250691
42669.690802378,0.029339,0.000291,0.250066
42669.6908023896,0.026839,-0.000334,0.251629
42669.6908024012,0.024963,-2.2e-05,0.251316
42669.6908024128,0.024338,-0.000334,0.250691
42669.6908024243,0.022776,-0.000334,0.251941
42669.6908024359,0.022776,-0.000334,0.251629
42669.6908024475,0.024026,-0.000646,0.255378
42669.6908024591,0.026839,-0.000958,0.258816
42669.6908024706,0.028714,-0.000334,0.255066
42669.6908024822,0.031527,-0.000334,0.254441
42669.6908024938,0.03559,-0.000334,0.252879
42669.6908025054,0.03809,-2.2e-05,0.252254
42669.6908025169,0.040278,-2.2e-05,0.250066
42669.6908025285,0.040903,-0.000646,0.251316
42669.6908025401,0.042778,-2.2e-05,0.250066
42669.6908025517,0.042465,-0.000334,0.250379
42669.6908025632,0.040903,0.000291,0.251629
42669.6908025748,0.03809,-0.000646,0.251941
42669.6908025864,0.036527,-2.2e-05,0.251004
42669.690802598,0.033089,-2.2e-05,0.251316
42669.6908026095,0.029026,-0.000646,0.252254
42669.6908026211,0.026839,-0.000334,0.252254
42669.6908026327,0.024651,-0.000334,0.251004
42669.6908026442,0.023713,-2.2e-05,0.251316
42669.6908026558,0.021838,-0.000334,0.252566
42669.6908026674,0.022151,-0.000334,0.251941
42669.690802679,0.023713,-2.2e-05,0.253191
42669.6908026905,0.026526,-0.000646,0.256628
42669.6908027021,0.028089,0.000291,0.253503
42669.6908027137,0.031214,-2.2e-05,0.254441
42669.6908027253,0.035277,-2.2e-05,0.253191
42669.6908027368,0.037777,-2.2e-05,0.251941
42669.6908027484,0.039653,-2.2e-05,0.250691
42669.69080276,0.040278,-0.000334,0.249441
42669.6908027716,0.042465,-2.2e-05,0.250691
42669.6908027831,0.04184,-0.000646,0.250691
42669.6908027947,0.040903,-0.000334,0.251629
